sn,Name,Symbol,Category,First Traded Price,First Traded Date,Last Traded Price,Last Traded Date,Note
773,8.5% Laxmi Bank Debenture 2088,LBLD88,Corporate Debenture,1000.0,2021-09-14,1078.0,2025-06-29,
774,Mailung Khola Jal Vidhyut Company Limited,MKJC,Hydropower,186.5,2021-09-22,521.82,2025-07-07,
775,8.75 % Prime Debenture 2085,PBD85,Corporate Debenture,1000.0,2021-09-23,1055.0,2025-07-07,
776,Manushi Laghubitta Bittiya Sanstha Limited,MLBS,Microfinance,397.5,2021-10-06,1521.07,2025-07-07,
777,Shangri-la Development Bank Debenture 2087,SDBD87,Corporate Debenture,1000.0,2021-10-21,1100.0,2025-07-07,
778,10 % NMB DEBENTURE 2085,NMBD2085,Corporate Debenture,1030.0,2021-10-27,1112.8,2025-07-07,
779,Sahas Urja Limited,SAHAS,Hydropower,445.8,2021-10-31,585.4,2025-07-07,
780,Terhathum Power Company Limited,TPC,Hydropower,259.2,2021-10-31,395.96,2025-07-07,
781,Mega Mutual Fund -1,MMF1,Mutual Fund,9.66,2021-11-18,9.13,2025-07-07,
783,8.5% Nepal Investment Bank Debenture 2084,NIBD84,Corporate Debenture,1000.0,2021-11-24,1050.0,2025-07-06,
784,Samling Power Company Limited,SPC,Hydropower,320.5,2021-11-25,511.3,2025-07-07,
785,Nyadi Hydropower Limited,NYADI,Hydropower,310.5,2021-11-29,465.87,2025-07-07,
786,Nabil Debenture 2085,NBLD85,Corporate Debenture,1000.0,2021-12-14,1036.0,2025-07-07,
787,Madhya Bhotekoshi Jalavidyut Company Limited,MBJC,Hydropower,110.0,2021-12-26,314.61,2025-07-07,
788,Buddha Bhumi Nepal Hydropower Company Limited,BNHC,Hydropower,261.7,2022-01-18,500.07,2025-07-07,
789,8.5% BOK Debenture 2086,BOKD86,Corporate Debenture,1000.0,2022-02-06,1048.6,2025-07-06,
790,Agricultural Development Bank Limited,ADBL,Commercial Banks,404.8,2022-02-22,296.51,2025-07-07,
791,Premier Insurance Company (Nepal) Limited,PIC,Non Life Insurance,865.0,2022-02-28,624.0,2023-02-28,
792,Emerging Nepal Limited,ENL,Investment,287.1,2022-03-06,1046.14,2025-07-07,
793,Rastra Utthan Laghubitta Sanstha Limited,RULB,Microfinance,502.0,2022-03-13,755.0,2023-07-13,
794,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,JALPA,Microfinance,318.6,2022-03-14,1442.1,2024-07-10,
795,Chhimek Laghubitta Bittiya Sanstha Limited,CBBL,Microfinance,1267.0,2022-03-16,952.29,2025-07-07,
796,Forward Microfinance Laghubitta Bittiya Sanstha Limited,FOWAD,Microfinance,2292.0,2022-03-16,1129.87,2025-07-07,
797,Life Insurance Corporation (Nepal) Limited,LICN,Life Insurance,2038.0,2022-03-16,883.77,2025-07-07,
798,Nepal Doorsanchar Company Limited,NTC,Others,1568.0,2022-03-16,848.77,2025-07-07,
799,Nerude Laghubitta Bittiya Sanstha Limited,NLBBL,Microfinance,1074.8,2022-03-16,595.0,2024-03-12,
800,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,SKBBL,Microfinance,1230.0,2022-03-20,804.58,2025-07-07,
801,Nabil Balanced Fund-3,NBF3,Mutual Fund,9.88,2021-11-22,10.0,2025-07-07,
802,National Microfinance Laghubitta Bittiya Sanstha Limited,NMFBS,Microfinance,2365.0,2022-03-27,1366.0,2023-07-13,
803,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,NESDO,Microfinance,793.3,2022-03-28,1580.84,2025-07-07,
804,Green Ventures Limited,GVL,Hydropower,298.2,2022-04-19,458.16,2025-07-07,
805,8.5% Nepal Bank Debenture 2087,NBLD87,Corporate Debenture,1000.0,2022-04-24,1050.0,2025-07-07,
806,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,SWMF,Microfinance,1236.1,2022-05-12,710.18,2025-07-07,
807,Balephi Hydropower Limited,BHL,Hydropower,110.9,2022-05-25,210.89,2025-07-07,
808,Neco Insurance Limited,NIL,Non Life Insurance,786.0,2022-05-26,705.06,2025-07-07,
809,Upakar Laghubitta Bittiya Sanstha Limited,ULBSL,Microfinance,1259.9,2022-05-27,3402.28,2025-07-07,
810,CYC Nepal Laghubitta Bittiya Sanstha Limited,CYCL,Microfinance,382.2,2022-06-13,1604.98,2025-07-07,
811,Progressive Finance Limited,PROFL,Finance Company,224.2,2022-06-15,499.07,2025-07-07,
812,River Falls Power Limited,RFPL,Hydropower,290.2,2022-06-16,563.78,2025-07-07,
813,Janaki Finance Company Limited,JFL,Finance Company,350.0,2022-06-17,494.96,2025-07-07,
814,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,JSLBB,Microfinance,1675.0,2022-06-23,1311.13,2025-07-07,
815,Citizens Bank International Limited,CZBIL,Commercial Banks,209.0,2022-06-28,211.66,2025-07-07,
816,Dordi Khola Jal Bidyut Company Limited,DORDI,Hydropower,315.0,2022-07-14,311.05,2025-07-07,
817,Civil Bank Debenture 2088,CBLD88,Corporate Debenture,1000.0,2022-07-18,1178.0,2025-07-03,
818,Adarsha Laghubitta Bittiya Sanstha Limited,ADLB,Microfinance,256.8,2022-07-22,1180.0,2023-06-15,
819,Century Debenture 2088,CCBD88,Corporate Debenture,1000.0,2022-07-27,1218.9,2025-07-03,
820,Kumari Dhanabriddhi Yojana,KDBY,Mutual Fund,9.0,2022-07-27,9.97,2025-07-07,
821,Bindhyabasini Hydropower Development Company Limited,BHDC,Hydropower,367.4,2022-07-28,490.79,2025-07-07,
822,Himalayan Hydropower Limited,HHL,Hydropower,250.8,2022-08-08,399.87,2025-07-07,
823,Himalayan Everest Insurance Limited,HEI,Non Life Insurance,459.5,2022-08-10,595.41,2025-07-07,
824,Upper Hewakhola Hydropower Company Limited,UHEWA,Hydropower,143.2,2022-08-11,564.48,2025-07-07,
825,Ridi Power Company Limited,RIDI,Hydropower,637.8,2022-08-15,255.42,2025-07-07,
826,Mandakini Hydropower Limited,MHL,Hydropower,261.0,2022-08-17,572.63,2025-07-07,
827,Swet-Ganga Hydropower & Construction Limited,SGHC,Hydropower,295.9,2022-08-17,399.42,2025-07-07,
828,Upper Solu Hydro Electric Company Limited,USHEC,Hydropower,357.0,2022-08-17,437.04,2025-07-07,
829,10% Prime Debenture 2088,PBD88,Corporate Debenture,980.0,2022-08-18,1193.0,2025-07-07,
830,Rapti Hydro And General Construction Limited,RHGCL,Hydropower,322.1,2022-08-31,387.9,2025-07-07,
831,Mirmire Laghubitta Bittya Sanstha Limited,MMFDB,Microfinance,1002.9,2022-09-12,580.0,2024-03-12,
832,NIC Asia Flexi CAP Fund,NICFC,Mutual Fund,10.0,2022-09-12,9.68,2025-07-07,
833,Aviyan Laghubitta Bittiya Sanstha Limited,AVYAN,Microfinance,347.6,2022-09-25,1018.69,2025-07-07,
834,People's Power Limited,PPL,Hydropower,255.7,2022-10-16,389.75,2025-07-07,
835,Sayapatri Hydropower Limited,SPHL,Hydropower,214.2,2022-10-17,633.45,2025-07-07,
836,Dhaulagiri Laghubitta Bittiya Sanstha Limited,DLBS,Microfinance,179.7,2022-10-23,1527.56,2025-07-07,
837,Manakamana Smart Laghubitta Bittiya Sanstha Limited Promoter Share,XxMKLBP,Promoter Share,,,,,No matching data
838,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited Promoter Share,XxJLPAP,Promoter Share,,,,,No matching data
839,Jyoti Life Insurance Company Limited Promoter Share,XxJLIP,Promoter Share,,,,,No matching data
840,Buddha Jyoti Laghubitta Bittiya Sanstha Limited,XxBJL,Microfinance,,,,,No matching data
841,Deurali Laghubitta Bittiya Sanstha Limited.,XxDLB,Microfinance,,,,,No matching data
842,Surikhola Hydropower Limited,XxSHL,Hydropower,,,,,No matching data
843,Shaligram Laghubitta Bittiya Sanstha Limited.,XxSHLBS,Microfinance,,,,,No matching data
844,Samata Laghubitta Bittiya Sanstha Limited,XxSLBL,Microfinance,,,,,No matching data
845,Gharelu Laghubitta Bittiya Sanstha Limited,XxGLBL,Microfinance,,,,,No matching data
846,Srijana Finance Limited,XxSFL,Finance Company,,,,,No matching data
847,Grameen Swayamsewak Laghubitta Bittiya Sanstha Limited.,XxGSL,Microfinance,,,,,No matching data
848,Nepal Development Bank Limited,XxNDBL,Development Banks,,,,,No matching data
849,City Development Ltd.,XxCTD,Commercial Banks,,,,,No matching data
850,NDEP Development Bank Limited,XxNDEP,Commercial Banks,,,,,No matching data
851,Royal Merchant Banking and Finance Limited ,XxROYL,Microfinance,,,,,No matching data
852,Business Development Limited,XxBDL,Development Banks,,,,,No matching data
853,Pashupati Development Limited,XxPDL,Development Banks,,,,,No matching data
854,Vibor Bikash Bank Limited,XxVBBL,Commercial Banks,,,,,No matching data
855,Butwal Finance Limited,XxBFLL,Finance Company,,,,,No matching data
856,Shine Development Bank Limited,XxSDBL,Development Banks,,,,,No matching data
857,NIC Bank Limited,XxNICA,Commercial Banks,,,,,No matching data
858,Diyalo Bikash Bank Limited,XxDBB,Development Banks,,,,,No matching data
859,Social Development Limited,XxSOC,Development Banks,,,,,No matching data
860,Reliable Finance Ltd.,XxRFL,Finance Company,,,,,No matching data
861,Kist Bank Ltd.,XxKBL,Commercial Banks,,,,,No matching data
