Id,Business Date,Security Id,Symbol,Security Name,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Total Traded Value,Previous Day Close Price,Fifty Two Week High,Fifty Two Week Low,Last Updated Time,Last Updated Price,Total Trades,Average Traded Price,Market Capitalization
187,2025-08-24,4961,BOKD86,8.5% BOK Debenture 2086,1032.2,1032.2,1032.2,,25,25805,1052,1095,1000,2025-08-24T11:26:26.184318,1032.2,1,1032.2,
188,2025-08-24,4963,NMBD87/88,NMB Debenture 8.50% - 2087/88,1076,1076,1055,,125,132400,1076,1103.6,968,2025-08-24T12:18:23.396161,1055,2,1059.2,
189,2025-08-24,4965,SAMAJ,Samaj Laghubittya Bittiya Sanstha Limited,2874,2893.9,2790,,578,1646269.7,2837.22,4181,2092,2025-08-24T12:46:23.590828,2840,23,2848.21,
190,2025-08-24,4967,NICSF,NIC Asia Select Fund 30,8.9,8.93,8.9,,1500,13387,9.06,11.45,8.49,2025-08-24T12:49:25.64731,8.93,5,8.92,
191,2025-08-24,4968,RMF1,RBB Mutual Fund 1,10.84,11.27,10.84,,309200,3439168.77,11.06,11.4,8.1,2025-08-24T12:48:59.184961,11.2,55,11.12,
192,2025-08-24,5982,SRLI,Sanima Reliance Life Insurance Limited,402.1,403.9,401.2,,3766,1513481.2,402.49,654,390,2025-08-24T12:50:12.897806,401.8,103,401.88,
193,2025-08-24,7986,NICD88,NIC ASIA Rinpatra 2088,1019.5,1019.5,1019.5,,25,25487.5,1022.8,1100,980,2025-08-24T11:19:36.786522,1019.5,1,1019.5,
194,2025-08-24,8004,GBILD86/87,Global IME Bank Limited Debenture 2086/87,1070,1071,1070,,2025,2168750,1050,1100,994,2025-08-24T12:45:17.49873,1071,2,1070.98,
195,2025-08-24,8005,MKJC,Mailung Khola Jal Vidhyut Company Limited,584.8,584.8,566.4,,16807,9627887.5,574.7,632,402,2025-08-24T12:48:58.070065,570,80,572.84,
196,2025-08-24,8018,MLBS,Manushi Laghubitta Bittiya Sanstha Limited,1560,1590,1560,,439,696138,1585.62,2530,1380,2025-08-24T12:38:55.739892,1573,15,1585.73,
197,2025-08-24,8020,JBBD87,Jyoti Bikash Bank Bond 2087,1065,1065,1065,,12,12780,1065,1182,985.5,2025-08-24T11:28:53.551285,1065,1,1065,
198,2025-08-24,8021,SAHAS,Sahas Urja Limited,640,645,639,,43348,27820062,640.17,705,409.5,2025-08-24T12:46:36.961801,641.3,204,641.78,
199,2025-08-24,8022,TPC,Terhathum Power Company Limited,373,373,365.2,,1739,639405,366.96,671.6,334,2025-08-24T12:41:30.789706,365.2,22,367.68,
200,2025-08-24,8023,MMF1,Mega Mutual Fund -1,9.15,9.48,9.15,,7000,66008,9.33,9.85,7.85,2025-08-24T12:41:43.081626,9.35,15,9.42,
201,2025-08-24,8024,NBF3,Nabil Balanced Fund-3,10.08,10.08,10.02,,5240,52565.7,10.09,10.53,8.14,2025-08-24T12:24:33.006264,10.04,13,10.03,
202,2025-08-24,8025,SPC,Samling Power Company Limited,530,540,530,,3479,1868304,530.68,722,471.7,2025-08-24T12:49:46.158719,533.6,29,537.02,
203,2025-08-24,8026,NYADI,Nyadi Hydropower Limited,430,438,427,,2515,1079996,432.09,880,283.3,2025-08-24T12:39:31.017006,430,39,429.42,
204,2025-08-24,8031,MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,309,313,309,,5377,1671989.5,313.57,415,293.5,2025-08-24T12:47:53.69353,310.7,119,310.95,
205,2025-08-24,8032,BNHC,Buddha Bhumi Nepal Hydropower Company Limited,519,530,519,,3442,1797288.2,521.18,652,440,2025-08-24T12:44:28.676723,523,28,522.16,
206,2025-08-24,8033,GBBD85,Garima Debenture, 2085,1033,1033,1033,,25,25825,1053,1131.4,999,2025-08-24T11:27:10.333091,1033,1,1033,
207,2025-08-24,8034,ENL,Emerging Nepal Limited,1055,1055,1048.1,,47,49466,1054.24,1452,1022.1,2025-08-24T12:44:24.316714,1048.1,4,1052.46,
208,2025-08-24,8041,NESDO,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,1605,1629.9,1588.1,,356,578107.8,1605.62,2641,1470.5,2025-08-24T12:48:10.953194,1620,12,1623.89,
209,2025-08-24,8045,GVL,Green Ventures Limited,541,559,541,,17271,9548069.2,546.75,662,424,2025-08-24T12:49:05.740058,551.2,96,552.83,
210,2025-08-24,8055,BHL,Balephi Hydropower Limited,202,202,199.9,,63000,12625178.2,199.59,520,195,2025-08-24T12:49:22.547897,199.9,268,200.39,
211,2025-08-24,8063,ULBSL,Upakar Laghubitta Bittiya Sanstha Limited,3560,3615,3560,,49,174865.2,3574.3,6600,2751,2025-08-24T12:22:59.450627,3615,6,3568.67,
212,2025-08-24,8065,CYCL,CYC Nepal Laghubitta Bittiya Sanstha Limited,1705,1844.1,1705,,936,1638115.2,1738.82,2040,1448,2025-08-24T12:49:20.550857,1734.1,52,1750.12,
213,2025-08-24,8066,RFPL,River Falls Power Limited,394,394,383.1,,7291,2806303.9,386.36,1484,373.5,2025-08-24T12:46:55.659215,383.5,74,384.89,
214,2025-08-24,8070,DORDI,Dordi Khola Jal Bidyut Company Limited,280.2,284,280.2,,7116,2010000,283.01,696,275,2025-08-24T12:49:54.947885,281.6,62,282.46,
215,2025-08-24,8073,NICFC,NIC Asia Flexi CAP Fund,9.01,9.01,8.93,,1500,13483,9.01,10.99,8.13,2025-08-24T12:35:36.174946,9.01,10,8.98,
216,2025-08-24,8074,KDBY,Kumari Dhanabriddhi Yojana,10,10.08,10,,2300,23118,10.16,11,8.51,2025-08-24T12:47:00.233645,10.08,15,10.05,
217,2025-08-24,8075,BHDC,Bindhyabasini Hydropower Development Company Limited,596.7,596.7,576.1,,11392,6656940.5,585.02,760.2,426,2025-08-24T12:46:46.954836,583.2,69,584.35,
218,2025-08-24,8076,HHL,Himalayan Hydropower Limited,380,380,374,,8117,3050263,377,635,351,2025-08-24T12:46:01.677382,374,49,375.78,
219,2025-08-24,8097,PBD88,10% Prime Debenture 2088,1102.5,1102.5,1102.5,,20,22050,1102.2,1219.7,1045,2025-08-24T11:34:11.124349,1102.5,1,1102.5,
220,2025-08-24,8099,UHEWA,Upper Hewakhola Hydropower Company Limited,599,603.9,597.6,,2337,1401105,596.81,993.4,427,2025-08-24T12:41:07.995976,599,39,599.53,
221,2025-08-24,8100,SGHC,Swet-Ganga Hydropower & Construction Limited ,377,380.5,373,,8060,3028198.3,382.27,649.5,351.9,2025-08-24T12:48:30.513759,378.5,76,375.7,
222,2025-08-24,8102,MHL,Mandakini Hydropower Limited,542,546,537,,15962,8620566,542.01,1088,540.1,2025-08-24T12:48:23.620103,539,98,540.06,
223,2025-08-24,8104,USHEC,Upper Solu Hydro Electric Company Limited,468,478,468,,6436,3052307.6,469.05,752,410,2025-08-24T12:36:23.926964,470.5,41,474.25,
224,2025-08-24,8106,GIBF1,Global IME Balanced Fund-1,11.14,11.57,11.14,,2500,27985,11.14,11.68,8.84,2025-08-24T12:42:30.660138,11.14,15,11.19,
225,2025-08-24,8108,RHGCL,Rapti Hydro And General Construction Limited,300,306,299.1,,15871,4778951.5,303.17,708,302.1,2025-08-24T12:50:22.554052,299.2,82,301.11,
226,2025-08-24,8111,HIDCLP,Hydorelectricity Investment and Development Company Limited Promoter,205.4,205.5,203.5,,118246,24169909.8,204.21,239,150.1,2025-08-24T12:47:53.431713,204,107,204.4,
227,2025-08-24,8117,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,1044,1044,1008,,461,469553,1023.87,1306.8,832,2025-08-24T12:43:09.052739,1020,25,1018.55,
228,2025-08-24,8121,SPHL,Sayapatri Hydropower Limited,571.1,591,571.1,,1725,998846.4,573,922,565,2025-08-24T12:47:43.871639,588.3,30,579.04,
229,2025-08-24,8122,PPL,People's Power Limited,362,369.9,362,,1000,364288.5,368.2,648.6,368,2025-08-24T12:48:03.41751,364,42,364.28,
230,2025-08-24,8123,DLBS,Dhaulagiri Laghubitta Bittiya Sanstha Limited,1475,1483,1475,,60,88721.9,1499.05,2250,1200.1,2025-08-24T12:16:33.200703,1483,6,1478.69,
231,2025-08-24,8125,NSIF2,NMB Sulav Investment Fund - 2,11.22,11.24,11.22,,650,7299.5,11.2,12.47,9.69,2025-08-24T12:31:33.702269,11.24,3,11.23,
232,2025-08-24,8126,SIKLES,Sikles Hydropower Limited,908,924,891.1,,1929,1740104,908.85,1475,637,2025-08-24T12:41:07.122421,895,35,902.07,
233,2025-08-24,8131,EHPL,Eastern Hydropower Limited,589.6,598,589.6,,305,181465,601.55,997,530.3,2025-08-24T12:31:16.540998,594.1,11,594.96,
234,2025-08-24,8132,SHLB,Shrijanshil Laghubitta Bittiya Sanstha Limited,1922,1979,1911,,721,1399989,1949.98,2907,1715,2025-08-24T12:49:47.42009,1979,25,1941.73,
235,2025-08-24,8133,PHCL,Peoples Hydropower Company Limited,482,482,477,,1010,483787.2,482.84,745.6,310,2025-08-24T12:48:21.985626,477.3,54,478.99,
236,2025-08-24,9135,BHPL,Barahi Hydropower Public Limited,801.4,814.8,780,,1311,1038093,785.71,1308.4,654,2025-08-24T12:50:13.4048,780,22,791.83,
237,2025-08-24,9138,NIBLGF,NIBL Growth Fund,9.26,9.44,9.26,,600,5574,9.26,10.25,7.84,2025-08-24T12:23:29.613454,9.26,5,9.29,
238,2025-08-24,9139,SAGF,Sanima Growth Fund,9.1,9.41,9.1,,59406,550360.34,9.26,11,8.92,2025-08-24T12:49:50.170812,9.22,23,9.26,
239,2025-08-24,9140,UNLB,Unique Nepal Laghubitta Bittiya Sanstha Limited,2170,2175.2,2165,,230,500122,2175.46,3223,1935.9,2025-08-24T12:24:56.534315,2175.1,4,2174.44,
240,2025-08-24,9146,SMHL,Super Madi Hydropower Limited,910,928,910,,4167,3816795.1,922.24,1657,557.1,2025-08-24T12:35:45.784162,925,67,915.95,
241,2025-08-24,9147,SPL,Shuvam Power Limited,930.5,944,914.2,,109,101036.8,930.5,1102.2,765,2025-08-24T12:30:39.280421,920.2,8,926.94,
242,2025-08-24,9148,SMH,Super Mai Hydropower Limited,882.5,909.9,882.5,,1010,914686.7,898.97,1283,790,2025-08-24T12:20:49.598983,906,24,905.63,
243,2025-08-24,9149,MKHC,Maya Khola Hydropower Company Limited,446.1,446.1,442,,430,190294,445.94,627,307.4,2025-08-24T12:47:11.337443,442.9,18,442.54,
244,2025-08-24,9150,AHL,Asian Hydropower Limited,630.1,646.7,630.1,,815,523024.4,640.79,891,579.5,2025-08-24T12:49:06.947591,637,19,641.74,
245,2025-08-24,9151,KDL,Kalinchowk Darshan Limited,1080,1088,1072,,100,108112,1080.49,1306.3,970,2025-08-24T12:38:25.999988,1079,10,1081.12,
246,2025-08-24,9154,SFEF,Sunrise Focused Equity Fund,9.04,9.21,9.04,,3100,28105,9.1,11.12,8.53,2025-08-24T12:49:18.969528,9.21,9,9.06,
247,2025-08-24,9156,TAMOR,Sanima Middle Tamor Hydropower Limited,509,511,509,,1140,581163,509.67,637,439.2,2025-08-24T12:48:03.902843,510,38,509.79,
248,2025-08-24,9158,MHCL,Molung Hydropower Company Limited,438.4,462,438.4,,804,362100.1,447.32,655,355.1,2025-08-24T12:44:27.628179,447.1,25,450.37,
249,2025-08-24,9159,SMJC,Sagarmatha Jalabidhyut Company Limited,575.9,580,573.1,,426,245402.3,580.63,735,480.2,2025-08-24T12:46:53.305424,578,36,576.06,
250,2025-08-24,9161,ANLB,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,5751.1,5760,5751.1,,48,275573.9,5833.57,6735,2980,2025-08-24T12:46:55.607104,5760,11,5741.12,
251,2025-08-24,9166,MAKAR,Makar Jitumaya Suri Hydropower Limited,610,619.9,605,,1430,869814,612.66,860,431.3,2025-08-24T12:45:17.189173,611.1,19,608.26,
252,2025-08-24,9167,MKHL,Mai Khola Hydropower Limited,809,820,809,,1510,1223592.7,821.45,1027,450.8,2025-08-24T12:40:52.559341,809.6,22,810.32,
253,2025-08-24,9170,DOLTI,Dolti Power Company Limited,592,592,585.1,,1099,645783.1,589.98,1017,452.5,2025-08-24T12:43:32.8325,585.3,28,587.6,
254,2025-08-24,9171,BEDC,Bhugol Energy Development Company Limited,745.2,745.2,720,,3215,2329715.5,730.61,1080,417.1,2025-08-24T12:49:22.079457,730,41,724.63,
255,2025-08-24,9173,CITY,City Hotel Limited,590,601,590,,1538,921123.5,598.26,1054,579.3,2025-08-24T12:49:48.763327,600.9,28,598.9,
256,2025-08-24,9174,PRSF,Prabhu Smart Fund,11.37,11.59,11.15,,100625,1123659.75,11.15,12.05,9.12,2025-08-24T12:47:59.402927,11.3,10,11.16,
257,2025-08-24,9175,MCHL,Menchhiyam Hydropower Limited,541.8,541.8,522.1,,340,178800,531.25,714,452,2025-08-24T12:47:33.986652,524,13,525.88,
258,2025-08-24,9176,IHL,Ingwa Hydropower Limited,594.8,598.9,575.4,,2010,1179075,583.2,838,440,2025-08-24T12:50:17.034509,581,22,586.6,
259,2025-08-24,9178,RMF2,RBB Mutual Fund 2,10.11,10.39,10.11,,16300,169124,10.2,10.73,8.5,2025-08-24T12:49:50.82294,10.39,6,10.37,
260,2025-08-24,9179,MEL,Modi Energy Limited,304.8,304.8,295,,3914,1169452.6,298.87,393,265.6,2025-08-24T12:48:13.381091,298.9,65,298.78,
261,2025-08-24,9181,RAWA,Rawa Energy Development Limited,789.8,789.8,770,,240,186187,775.83,990,583,2025-08-24T12:38:29.413936,775,6,775.77,
262,2025-08-24,9182,SIGS3,Siddhartha Investment Growth Scheme 3,9.42,9.42,9.1,,43000,393634,9.32,11.46,8.28,2025-08-24T12:49:04.89598,9.12,14,9.15,
263,2025-08-24,9183,NRM,Nepal Republic Media Limited,523,540,523,,41051,21832522.4,533.15,645,402,2025-08-24T12:49:05.625274,532,204,531.83,
264,2025-08-24,9184,ILI,IME Life Insurance Company Limited,451.2,459,451.2,,3973,1814325,454.06,575,430.5,2025-08-24T12:50:09.034593,457,147,456.66,
265,2025-08-24,9191,C30MF,Citizens Super 30 Mutual Fund,10.08,10.28,10.08,,91400,922714,10.1,10.71,8.65,2025-08-24T12:41:49.470882,10.08,14,10.09,
266,2025-08-24,9192,USHL,Upper Syange Hydropower Limited,726.2,734,720,,1765,1278368.5,711.98,961,585,2025-08-24T12:49:05.509769,721.1,45,724.28,
267,2025-08-24,9193,GCIL,Ghorahi Cement Industry Limited,494,499.9,491.6,,7619,3786505.3,493.58,613,465.2,2025-08-24T12:49:03.401858,498.1,125,496.98,
268,2025-08-24,9194,TSHL,Three Star Hydropower Limited,825.1,830,815,,1300,1066821,838.39,1231,616.8,2025-08-24T12:46:46.101968,820,28,820.63,
269,2025-08-24,9196,KBSH,Kutheli Bukhari Small Hydropower Limited,1925,1963,1924,,135,260180,1887.8,3300,1715,2025-08-24T12:23:52.319808,1924,8,1927.25,
270,2025-08-24,9198,LVF2,Laxmi Value Fund 2,9.24,9.24,9.24,,800,7392,9.24,11.45,8.27,2025-08-24T12:12:28.290198,9.24,3,9.24,
271,2025-08-24,9199,RNLI,Reliable Nepal Life Insurance Limited,469,494,469,,81334,39725164.9,477.27,593,430,2025-08-24T12:47:56.86781,478,222,488.42,
272,2025-08-24,9201,SNLI,Sun Nepal Life Insurance Company Limited,460,478,460,,12682,6023645.8,468.8,744.5,452,2025-08-24T12:50:18.230733,471.1,219,474.97,
273,2025-08-24,9203,MEHL,Manakamana Engineering Hydropower Limited,445,451,442.4,,765,340399.5,444.85,696,344.2,2025-08-24T12:34:57.168089,444,31,444.96,
274,2025-08-24,9208,ULHC,Upper Lohore Khola Hydropower Company Limited,491,492.1,482.6,,3605,1766146.2,491.25,693,364,2025-08-24T12:45:44.399537,487.4,40,489.91,
275,2025-08-24,9209,CLI,Citizen Life Insurance Company Limited,470.9,480,470.2,,4428,2103450.7,476.45,774.9,448.2,2025-08-24T12:50:19.179515,474.2,134,475.03,
276,2025-08-24,9212,MANDU,Mandu Hydropower Limited,844,855,844,,1305,1109457.5,849.14,1189,805.6,2025-08-24T12:40:58.629271,848,25,850.15,
277,2025-08-24,9213,HATHY,Hathway Investment Nepal Limited,1240,1259,1235,,3062,3812587.7,1242.15,1623,1180.3,2025-08-24T12:50:10.864306,1242,71,1245.12,
278,2025-08-24,9214,BGWT,Bhagawati Hydropower Development Company Limited,915,915,900.5,,118,106688.8,905,1241,857.6,2025-08-24T12:47:55.249011,905,11,904.14,
279,2025-08-24,9215,MSHL,Mid Solu Hydropower Limited,883.3,900,883.3,,60,53512,899.34,1180,808.5,2025-08-24T12:18:57.691064,900,6,891.86,
280,2025-08-24,9216,SONA,Sonapur Minerals And Oil Limited,446.7,463,446.7,,11900,5474516.5,455.77,577,425,2025-08-24T12:49:20.375213,458.5,181,460.04,
281,2025-08-24,9217,MMKJL,Mathillo Mailun Khola Jalvidhyut Limited,585,595,581,,185,108135,581.74,890.4,451.8,2025-08-24T12:40:14.59167,582,17,584.51,
282,2025-08-24,9218,TVCL,Trishuli Jal Vidhyut Company Limited ,477,479.5,477,,1335,639288,477.88,697,431,2025-08-24T12:45:44.269847,478.2,23,478.86,
283,2025-08-24,9221,H8020,Himalayan 80-20,11.48,11.69,11.48,,20860,239651.4,11.48,12.06,9.6,2025-08-24T12:25:32.902325,11.48,9,11.48,
284,2025-08-24,9225,VLUCL,Vision Lumbini Urja Company Limited ,596.2,608,596.2,,1377,833880.7,603.68,802,535,2025-08-24T12:40:47.692089,600.2,38,605.57,
285,2025-08-24,9230,MKCL,Muktinath Krishi Company Limited,1612.9,1670,1612.9,,3345,5456394.2,1606.69,1900,1230.1,2025-08-24T12:30:07.007331,1626,85,1631.2,
286,2025-08-24,9232,CKHL,Chirkhwa Hydropower Limited ,664,700,664,,140,94305,673.88,910,590,2025-08-24T12:40:03.961692,668.5,13,673.6,
287,2025-08-24,9233,NWCL,Nepal Warehousing Company Limited ,874,895,874,,400,355681.5,886.54,1147,835,2025-08-24T12:39:01.864359,888.1,13,889.2,
288,2025-08-24,9234,HRL,Himalayan Reinsurance Limited,970.9,989.8,970.1,,66278,65008387.9,974.2,1156,746.2,2025-08-24T12:49:50.817003,977.2,543,980.84,
289,2025-08-24,9236,NICGF2,NIC ASIA Growth Fund-2,8.65,8.7,8.65,,3400,29546,8.82,9.98,8.2,2025-08-24T12:43:05.177668,8.7,10,8.69,
290,2025-08-24,9241,KSY,Kumari Sabal Yojana,9.66,9.8,9.66,,1500,14634,9.71,10.91,8.25,2025-08-24T12:09:08.291586,9.8,4,9.75,
291,2025-08-24,9242,SARBTM,Sarbottam Cement Limited,916,931,916,,6147,5681128.2,917.3,1048,696.8,2025-08-24T12:49:06.39969,923,72,924.21,
292,2025-08-24,9244,NIBLSTF,NIBL Stable Fund,8.5,8.67,8.33,,3610,30700.9,8.56,10.08,7.85,2025-08-24T12:50:22.949976,8.34,13,8.5,
293,2025-08-24,9245,MNMF1,Muktinath Mutual Fund 1,9.04,9.04,9.01,,700,6318,9.22,10.42,8.67,2025-08-24T12:49:49.782641,9.04,6,9.02,
294,2025-08-24,9246,GMLI,Guardian Micro Life Insurance Limited ,1950,1989,1950,,505,991083,1988.61,2778,301,2025-08-24T12:47:44.708662,1961.5,37,1962.54,
295,2025-08-24,9248,GSY,Garima Samriddhi Yojana,9.1,9.15,9.1,,700,6388,9.25,10.3,8.8,2025-08-24T12:08:58.311131,9.15,7,9.12,
296,2025-08-24,9250,NMIC,Nepal Micro Insurance Company Limited,1396,1420,1360.1,,6820,9400091.9,1396.26,2703.3,302.3,2025-08-24T12:50:20.408076,1372.1,200,1378.31,
297,2025-08-24,9252,CREST,Crest Micro Life Insurance Limited,1220.1,1225.9,1176,,11161,13386458.4,1220.1,2458.2,302.5,2025-08-24T12:49:57.229942,1180,291,1199.39,
298,2025-08-24,9254,NMBHF2,NMB Hybrid Fund L- II,8.86,8.86,8.75,,950,8337,8.86,10,8.16,2025-08-24T12:47:10.825789,8.76,8,8.77,
299,2025-08-24,9255,EBLD91,Everest Bank Limited Debenture 2091,1001,1001,995.1,,75,74797.5,1001,1050,995,2025-08-24T12:32:25.689263,995.1,3,997.3,
300,2025-08-24,9256,OMPL,Om Megashree Pharmaceuticals Limited,1315.9,1359,1315.9,,1851,2484913,1342.66,2167.2,270,2025-08-24T12:48:36.678711,1338,81,1342.47,
301,2025-08-24,9257,MBLEF,MBL Equity Fund,9.06,9.06,8.9,,2600,23208,9.24,10.19,8.59,2025-08-24T12:40:41.581479,8.92,7,8.92,
302,2025-08-24,9258,PURE,Pure Energy Limited,950,954,930,,5443,5107807,951.15,1327.9,289.3,2025-08-24T12:49:53.56401,935,149,938.41,
303,2025-08-24,9259,RSY,Reliable Samriddhi Yojana,9.11,9.11,9,,800,7223,9.11,10.08,8.58,2025-08-24T12:37:45.751904,9.01,5,9.02,
304,2025-08-24,9261,NIFRAGED,Nifra Green Energy Debenture 6% - 2088/89,956.1,956.1,956.1,,50,47805,974.8,1020,948,2025-08-24T11:32:18.708686,956.1,2,956.1,
305,2025-08-24,9262,TTL,Trade Tower Limited,870.5,885,860,,13208,11612126,874.34,1262.8,366.1,2025-08-24T12:49:02.836227,878,635,879.17,
306,2025-08-24,9263,SANVI,Sanvi Energy Limited,720.1,722,710,,10286,7358099.5,729.67,930.4,359,2025-08-24T12:50:22.327745,710.1,357,715.35,
307,2025-08-24,9264,RBBD2088,7% RBBL Debenture 2088,1000,1000,984.4,,75,73855.5,1000,1000,967.6,2025-08-24T11:48:50.667559,985.3,3,984.74,
308,2025-08-24,9267,BHCL,Bikash Hydropower Company Limited,346.8,388.7,346.8,,335,127889.5,353.4,353.4,292.1,2025-08-24T12:48:41.01822,388.7,36,381.75,
