Date,numTrans,tradedShares,amount,Close,Change,Percentage change,outcome
10/22/2014,2087,504828,248629887,929,5,0.54,1
10/26/2014,1377,271798,139060861.3,930,1,0.11,1
10/27/2014,2165,666416,336269649.7,935,5,0.54,1
10/28/2014,2451,502280,225178484.2,933,-2,-0.21,0
10/30/2014,2666,584992,299444995.1,930,-3,-0.32,0
11/2/2014,2142,723089,278878422.2,921,-9,-0.97,0
11/3/2014,1816,403829,186055932.8,904,-17,-1.85,0
11/4/2014,1898,433941,206259054,897,-7,-0.77,0
11/5/2014,2070,366999,183282035.6,905,8,0.89,1
11/6/2014,2077,470998,224116011.4,905,0,0,1
11/9/2014,2308,517076,221876476.8,895,-10,-1.1,0
11/10/2014,2316,479334,214103055,885,-10,-1.12,0
11/11/2014,2063,518374,217909118.3,893,8,0.9,1
11/12/2014,2240,903036,288792888.9,884,-9,-1.01,0
11/13/2014,1982,525595,243561561,881,-3,-0.34,0
11/16/2014,1819,465431,220860256.5,866,-15,-1.7,0
11/17/2014,1955,566071,197597732.9,848,-18,-2.08,0
11/18/2014,2438,636127,271314859.2,844,-4,-0.47,0
11/19/2014,1896,461766,225350037.3,854,10,1.18,1
11/20/2014,2013,419126,214520685.1,863,9,1.05,1
11/23/2014,2167,566512,260977423.7,869,6,0.7,1
11/24/2014,1795,549485,225564988.1,864,-5,-0.58,0
11/25/2014,1859,325783,147645665,863,-1,-0.12,0
