Date,numTrans,tradedShares,amount,Close,Change,Percentage change,outcome
2/27/2022,49670,7040563,3273065910,"2,653.70",-7.74,-0.29,0
2/28/2022,54121,7834915,3660189868,"2,610.58",-43.12,-1.62,0
3/2/2022,55212,7652204,3621143979,"2,547.04",-63.54,-2.43,0
3/6/2022,45622,5139239,2493241273,"2,543.39",-3.65,-0.14,0
3/7/2022,40130,5315292,2600930403,"2,544.94",1.55,0.06,1
3/9/2022,39788,4959919,2352317142,"2,514.58",-30.36,-1.19,0
3/10/2022,43536,5593345,2787136606,"2,566.90",52.32,2.08,1
3/13/2022,64635,9022890,4870715387,"2,667.97",101.07,3.94,1
3/14/2022,18597,2349010,1342232839,"2,668.11",0.14,0.01,1
3/15/2022,46287,6529026,3364229175,"2,650.97",-17.14,-0.64,0
3/16/2022,37032,4967471,2570401188,"2,631.25",-19.72,-0.74,0
3/20/2022,35212,4287569,2274626191,"2,616.59",-14.66,-0.56,0
3/21/2022,37939,5189083,2592718131,"2,634.66",18.07,0.69,1
3/22/2022,36772,5329993,2518894178,"2,650.70",16.04,0.61,1
3/23/2022,29678,3985574,2046352547,"2,630.36",-20.34,-0.77,0
3/24/2022,45076,5298543,3248943825,"2,613.67",-16.69,-0.63,0
3/27/2022,62164,8923014,4989514416,"2,572.26",-41.41,-1.58,0
3/28/2022,42712,4958914,2545321814,"2,541.84",-30.42,-1.18,0
3/29/2022,31431,3890131,1750628199,"2,527.58",-14.26,-0.56,0
3/30/2022,36811,4502511,2250117296,"2,568.26",40.68,1.61,1
3/31/2022,37428,3787034,1890158086,"2,544.31",-23.95,-0.93,0
4/3/2022,28113,3253816,1460773729,"2,513.42",-30.89,-1.21,0
4/4/2022,31567,3429917,1584671562,"2,498.53",-14.89,-0.59,0
4/5/2022,45894,5841998,2671232388,"2,452.07",-46.46,-1.86,0
4/6/2022,38262,4379042,1995964384,"2,428.66",-23.41,-0.95,0
4/7/2022,42506,5444738,2121511280,"2,464.36",35.7,1.47,1
4/11/2022,40507,5095834,2260786628,"2,419.80",-44.56,-1.81,0
4/12/2022,31576,3783024,1524364418,"2,385.01",-34.79,-1.44,0
4/13/2022,28945,3398643,1476318104,"2,415.25",30.24,1.27,1
4/17/2022,29039,3357237,1398188182,"2,385.65",-29.6,-1.23,0
4/18/2022,31825,3876302,1530692956,"2,343.87",-41.78,-1.75,0
4/19/2022,27841,3213195,1326865932,"2,357.25",13.38,0.57,1
4/20/2022,32505,3570003,1458731286,"2,320.52",-36.73,-1.56,0
4/21/2022,36190,3991051,1629168848,"2,325.45",4.93,0.21,1
4/24/2022,43449,6639494,2531269595,"2,420.97",95.52,4.11,1
4/25/2022,46401,5047769,2042253182,"2,386.02",-34.95,-1.44,0
4/26/2022,25765,3419218,1046004617,"2,370.99",-15.03,-0.63,0
4/27/2022,23534,2885039,1089992036,"2,376.17",5.18,0.22,1
4/28/2022,28912,4574520,1496246808,"2,356.17",-20,-0.84,0
5/2/2022,31404,3978079,1423498292,"2,307.44",-48.73,-2.07,0
5/4/2022,27565,3602748,1269142521,"2,275.69",-31.75,-1.38,0
5/5/2022,34258,4674920,1654549715,"2,238.62",-37.07,-1.63,0
5/8/2022,27226,3341190,1326407843,"2,256.58",17.96,0.8,1
5/9/2022,28675,3324822,1390607702,"2,268.85",12.27,0.54,1
5/10/2022,26565,3330150,1356687469,"2,313.00",44.15,1.95,1
5/11/2022,37770,5333109,2163990743,"2,369.06",56.06,2.42,1
5/12/2022,40023,5227359,2328434273,"2,350.42",-18.64,-0.79,0
5/17/2022,33611,3595748,1644096193,"2,265.52",-84.9,-3.61,0
5/18/2022,27057,3156913,1326320346,"2,274.42",8.9,0.39,1
5/19/2022,23569,3798263,1300981996,"2,250.91",-23.51,-1.03,0
5/20/2022,19109,2524268,932206084.3,"2,235.09",-15.82,-0.7,0
5/23/2022,28506,3917655,1369513192,"2,200.88",-34.21,-1.53,0
5/24/2022,21708,3100726,1088831190,"2,217.19",16.31,0.74,1
5/25/2022,22031,2694429,1044626939,"2,231.57",14.38,0.65,1
5/26/2022,18808,2324665,889834908.6,"2,239.60",8.03,0.36,1
5/27/2022,21904,4140665,1298905590,"2,223.78",-15.82,-0.71,0
5/30/2022,26949,3456529,1338856282,"2,173.44",-50.34,-2.26,0
5/31/2022,27519,3769812,1317699090,"2,137.92",-35.52,-1.63,0
6/1/2022,23133,3020063,1078481822,"2,130.73",-7.19,-0.34,0
6/2/2022,21833,3566819,1161514169,"2,112.47",-18.26,-0.86,0
6/3/2022,26693,3848508,1307359541,"2,078.71",-33.76,-1.6,0
6/6/2022,25908,4409691,1273385277,"2,065.82",-12.89,-0.62,0
6/7/2022,28959,3887748,1312806563,"2,020.23",-45.59,-2.21,0
6/8/2022,30684,5005814,1640356608,"2,080.45",60.22,2.98,1
6/9/2022,30761,4156084,1472679030,"2,062.81",-17.64,-0.85,0
6/10/2022,18616,3045638,894078314.1,"2,048.16",-14.65,-0.71,0
6/13/2022,20774,2920705,998674262.4,"2,032.34",-15.82,-0.77,0
6/14/2022,31806,4147255,1185546179,"1,996.26",-36.08,-1.78,0
6/15/2022,30602,4182369,1491758817,"1,966.37",-29.89,-1.5,0
6/16/2022,25585,3594594,1187145519,"1,978.94",12.57,0.64,1
6/17/2022,15163,2355001,736312158,"1,971.38",-7.56,-0.38,0
6/19/2022,27006,3666891,1134091212,"1,934.11",-37.27,-1.89,0
6/20/2022,36464,6186941,1750600171,"1,884.81",-49.3,-2.55,0
6/21/2022,25364,3765516,1253757715,"1,924.74",39.93,2.12,1
6/22/2022,20420,3034483,843773459,"1,893.53",-31.21,-1.62,0
6/23/2022,33459,5008761,1499703988,"1,848.28",-45.25,-2.39,0
6/24/2022,22874,3541537,1151208031,"1,862.06",13.78,0.75,1
6/26/2022,44341,6363590,2196141849,"1,956.98",94.92,5.1,1
6/27/2022,43122,5641540,2044831948,"1,933.13",-23.85,-1.22,0
6/28/2022,23133,3037680,1058263522,"1,921.31",-11.82,-0.61,0
6/30/2022,47392,7254070,2458619495,"2,037.64",74.93,3.82,1
7/1/2022,28866,3663220,1459312015,"2,028.77",-8.87,-0.44,0
7/3/2022,45120,6227692,2480473999,"2,086.42",57.65,2.84,1
7/4/2022,75790,10981591,4349273593,"2,076.67",-9.75,-0.47,0
7/5/2022,49416,8613489,2968485224,"2,030.59",-46.08,-2.22,0
7/6/2022,38008,6263310,2178655701,"2,043.92",13.33,0.66,1
7/7/2022,31276,4711025,1806204765,"2,027.32",-16.6,-0.81,0
7/8/2022,20122,3063476,1168451395,"1,992.62",-34.7,-1.71,0
7/11/2022,45196,6313641,2325641022,"1,915.61",-77.01,-3.86,0
7/12/2022,30693,4967293,1707604640,"1,927.28",11.67,0.61,1
7/13/2022,32776,5786546,2044137627,"1,986.82",59.54,3.09,1
7/14/2022,39167,6210888,2411824833,"2,001.53",14.71,0.74,1
7/15/2022,21615,4051771,1456259833,"2,009.46",7.93,0.4,1
7/17/2022,25924,3045889,1232488083,"2,011.40",1.94,0.1,1
7/18/2022,23383,3142402,1312962960,"2,029.43",18.03,0.9,1
7/19/2022,37972,5713248,2299316326,"2,045.70",16.27,0.8,1
7/20/2022,29086,4133709,1731832270,"2,050.59",4.89,0.24,1
7/21/2022,27521,3908385,1642643607,"2,044.72",-5.87,-0.29,0
7/22/2022,23868,3320512,1443432770,"2,017.46",0,0,1
7/22/2022,23868,3320512,1443432770,"2,017.46",-27.26,-1.33,0
7/24/2022,42931,6423156,2730937197,"2,078.51",61.05,3.03,1
7/25/2022,64231,9944048,4106818941,"2,132.96",54.45,2.62,1
7/26/2022,60517,8740551,3704998398,"2,088.16",-44.8,-2.1,0
7/27/2022,50296,7508176,3161449285,"2,111.99",23.83,1.14,1
7/28/2022,72450,11955076,4976433105,"2,127.47",15.48,0.73,1
7/29/2022,34944,5110700,2191395788,"2,140.52",13.05,0.61,1
7/31/2022,67739,11339466,4609961217,"2,195.10",54.58,2.55,1
8/1/2022,67205,10518712,4670798756,"2,196.25",1.15,0.05,1
8/2/2022,50364,7813052,3293209706,"2,193.48",-2.77,-0.13,0
8/3/2022,57423,9542606,4029921240,"2,186.77",-6.71,-0.31,0
8/4/2022,56819,8569005,3768079173,"2,148.16",-38.61,-1.77,0
8/5/2022,40424,6416629,2626154948,"2,113.55",-34.61,-1.61,0
8/7/2022,44240,6106521,2673338232,"2,123.82",10.27,0.49,1
8/8/2022,44553,6527414,2857072961,"2,106.15",-17.67,-0.83,0
8/9/2022,46289,6646036,2815144598,"2,062.80",-43.35,-2.06,0
8/10/2022,36134,4640844,1935520147,"2,056.88",-5.92,-0.29,0
8/11/2022,36264,6298638,1761023039,"2,037.92",-18.96,-0.92,0
8/14/2022,38418,4559022,1873281897,"2,010.01",-27.91,-1.37,0
8/15/2022,42897,6026192,2432984612,"2,065.89",55.88,2.78,1
8/16/2022,43392,6406738,2734853058,"2,041.06",-24.83,-1.2,0
8/17/2022,26199,3497881,1405974256,"2,040.70",-0.36,-0.02,0
8/18/2022,41571,5101290,2057980057,"2,068.26",27.56,1.35,1
8/22/2022,31795,5230763,1726287430,"2,053.13",-7.42,-0.36,0
8/23/2022,27197,4030735,1333417885,"2,054.98",1.85,0.09,1
8/24/2022,33657,3678705,1526186218,"2,057.84",2.86,0.14,1
8/25/2022,32945,4234127,1717464920,"2,039.54",-18.3,-0.89,0
8/26/2022,27120,3588833,1294832820,"2,022.62",-16.92,-0.83,0
8/28/2022,43977,6148341,2059737103,"1,989.26",-33.36,-1.65,0
8/29/2022,26046,3440900,1266619150,"1,993.02",3.76,0.19,1
8/30/2022,20858,2914505,1019516696,"1,995.34",2.32,0.12,1
8/31/2022,29584,2992873,1126217862,"1,973.38",-21.96,-1.1,0
9/1/2022,29162,3955886,1383462162,"1,972.29",-1.09,-0.06,0
9/2/2022,13309,1801273,698805950.9,"1,970.62",-1.67,-0.08,0
9/4/2022,25037,2876288,1071615922,"1,977.30",6.68,0.34,1
9/5/2022,21471,2444344,909904751,"1,973.01",-4.29,-0.22,0
9/6/2022,24622,3209983,1190765613,"1,951.84",-21.17,-1.07,0
9/7/2022,20452,2943769,826230582.9,"1,939.88",-11.96,-0.61,0
9/8/2022,22176,3401762,1044440647,"1,937.74",-2.14,-0.11,0
9/11/2022,20124,2524224,747226625.4,"1,926.28",-11.46,-0.59,0
9/12/2022,20558,2613540,831603650.6,"1,912.74",-13.54,-0.7,0
9/13/2022,20520,3146996,922574409.7,"1,934.04",21.3,1.11,1
9/14/2022,31023,4618516,1453824650,"1,981.48",47.44,2.45,1
9/15/2022,35537,6940596,2125655787,"1,924.48",-57,-2.88,0
9/16/2022,18531,2916271,908186488,"1,910.38",-14.1,-0.73,0
9/18/2022,27790,6296445,1601822955,"1,876.41",-33.97,-1.78,0
9/20/2022,30135,3856538,1229669722,"1,837.60",-38.81,-2.07,0
9/21/2022,19879,2531370,721259884.7,"1,848.80",11.2,0.61,1
9/22/2022,17964,2542899,655705169.4,"1,838.96",-9.84,-0.53,0
9/25/2022,22683,4014419,1072480097,"1,815.13",-23.83,-1.3,0
9/27/2022,16817,2107597,662875160.5,"1,831.05",15.92,0.88,1
9/28/2022,11917,1369542,485368324.8,"1,837.46",6.41,0.35,1
9/29/2022,14255,1782680,632331442.7,"1,853.76",16.3,0.89,1
10/9/2022,14965,2530193,836846918.8,"1,898.38",44.62,2.41,1
10/10/2022,17860,3153885,971743566.4,"1,871.22",-27.16,-1.43,0
10/11/2022,12269,1763678,552630715.1,"1,855.16",-16.06,-0.86,0
10/12/2022,14168,2084064,691556378,"1,866.48",11.32,0.61,1
10/13/2022,17130,2697092,829595517.9,"1,870.63",4.15,0.22,1
10/16/2022,16751,2567365,803374816.2,"1,860.94",-9.69,-0.52,0
10/17/2022,13598,1629793,515776994.8,"1,858.33",-2.61,-0.14,0
10/19/2022,20257,2149724,643489675.8,"1,845.52",-12.81,-0.69,0
10/20/2022,17285,1543472,507627347,"1,844.14",-1.38,-0.07,0
10/23/2022,13067,1536205,516770816.5,"1,858.49",14.35,0.78,1
10/31/2022,17735,2572800,697245905.3,"1,874.88",16.39,0.88,1
11/1/2022,27923,3970544,1290619342,"1,930.99",56.11,2.99,1
11/2/2022,29023,4343433,1467737341,"1,938.30",7.31,0.38,1
11/3/2022,18889,2768264,898889105,"1,922.16",-16.14,-0.83,0
11/6/2022,28511.1,3914193.1,1547939559,"1,965.36",43.2,2.25,1
11/7/2022,35852.1,4944744.1,2109107629,"1,958.94",-6.42,-0.33,0
11/8/2022,19231,2774367,1053036132,"1,956.36",-2.58,-0.13,0
11/9/2022,24388,3697723,1407395437,"1,917.22",-39.14,-2,0
11/10/2022,23145.4,3115364.4,1119405231,"1,893.70",-23.52,-1.23,0
11/13/2022,18792,2029058,774881744.2,"1,883.16",-10.54,-0.56,0
11/14/2022,18512,2452794,946059642.2,"1,904.45",21.29,1.13,1
11/15/2022,23515,2745806,1023572570,"1,897.86",-6.59,-0.35,0
11/16/2022,18455,2496317,859430458.3,"1,911.26",13.4,0.71,1
11/22/2022,24994,3764563,1352867005,"1,929.70",-7.13,-0.37,0
11/23/2022,18624.1,2839990.1,1022191844,"1,921.99",-7.71,-0.4,0
11/24/2022,18495,2569229,925174380.5,"1,933.55",11.56,0.6,1
11/27/2022,31843,4224532,2025421167,"1,965.98",32.43,1.68,1
11/28/2022,25745.1,3761630.1,1494020537,"1,950.37",-15.61,-0.79,0
11/29/2022,18843,2590589,956879361,"1,953.35",2.98,0.15,1
11/30/2022,16503.7,2356556.7,842610933.5,"1,949.85",-3.5,-0.18,0
12/1/2022,21186,3865961,1322972186,"1,961.06",11.21,0.57,1
12/4/2022,26961,3694529,1561397145,"1,963.22",2.16,0.11,1
12/5/2022,27308,4128095,1670434210,"1,938.76",-24.46,-1.25,0
12/6/2022,19121,2581425,965210899.1,"1,933.88",-4.88,-0.25,0
12/7/2022,20031,8092719,1654662551,"1,917.28",-16.6,-0.86,0
12/11/2022,24644,3512834,1103404045,"1,885.31",-31.97,-1.67,0
12/12/2022,22993,4470625,1366010464,"1,902.27",16.96,0.9,1
12/13/2022,16320,2058510,777089165.2,"1,899.70",-2.57,-0.14,0
12/14/2022,16677,2087876,727877897.4,"1,897.08",-2.62,-0.14,0
12/15/2022,22374,4804279,1192616188,"1,882.60",-14.48,-0.76,0
12/18/2022,26661,3778951,1157155099,"1,855.06",-27.54,-1.46,0
12/19/2022,30545,2699331,886098568.4,"1,858.89",3.83,0.21,1
12/20/2022,24143.1,3022778.1,930779486.1,"1,873.11",14.22,0.76,1
12/21/2022,21249,2440504,863306786.1,"1,867.22",-5.89,-0.31,0
12/22/2022,23888,3112611,1119748981,"1,867.21",-0.01,0,1
12/26/2022,39392,5653773,2096946591,"1,924.09",56.88,3.05,1
12/27/2022,63896,12030408,3884376273,"1,983.95",59.86,3.11,1
12/28/2022,40488,6531175,2153489178,"1,972.15",-11.8,-0.59,0
12/29/2022,46772,8025339,2860304332,"2,029.03",56.88,2.88,1
1/1/2023,63374,10881434,4048635558,"2,046.26",17.23,0.85,1
1/2/2023,49345,8272027,2960779926,"2,063.83",17.57,0.86,1
1/3/2023,54143,8223518,3457963363,"2,061.06",-2.77,-0.13,0
1/4/2023,58146,8734232,3501018137,"2,125.84",64.78,3.14,1
1/5/2023,72638,12582732,5040679137,"2,143.93",18.09,0.85,1
1/8/2023,76260,14101593,5459768952,"2,164.61",20.68,0.96,1
1/9/2023,75366,14676933,5314226214,"2,211.76",47.15,2.18,1
1/10/2023,110825.3,20844777.3,7658793672,"2,190.42",-21.34,-0.96,0
1/12/2023,84001,14483666,5477462239,"2,149.39",-41.03,-1.87,0
1/17/2023,63430,11883287,3724794588,"2,182.11",32.72,1.52,1
1/18/2023,69637,13304140,4928714603,"2,173.10",-9.01,-0.41,0
1/19/2023,58665,8247646,3044529330,"2,178.81",5.71,0.26,1
1/23/2023,65194,10759579,3864008974,"2,165.10",-13.71,-0.63,0
1/24/2023,52460,8300187,3003230039,"2,173.25",8.15,0.38,1
1/25/2023,54377,9532867,3466508339,"2,183.62",10.37,0.48,1
1/26/2023,47909,7764153,2860082839,"2,183.21",-0.41,-0.02,0
1/29/2023,51973,8276751,3017063956,"2,168.53",-14.68,-0.67,0
1/30/2023,57126,8836488,3302201826,"2,127.37",-41.16,-1.9,0
1/31/2023,54751.2,7554099.2,2824531675,"2,111.68",-15.69,-0.74,0
2/1/2023,36879,5024381,1767051916,"2,116.65",4.97,0.24,1
2/2/2023,39642,5898903,2096419162,"2,094.54",-22.11,-1.04,0
2/5/2023,39187,5206370,1931719104,"2,096.08",1.54,0.07,1
2/6/2023,29846,3922216,1474161646,"2,100.70",4.62,0.22,1
2/7/2023,59927,9333788,3362267079,"2,177.34",76.64,3.65,1
2/8/2023,55602,10502649,3691972817,"2,170.18",-7.16,-0.33,0
2/9/2023,35450,5648212,2062058749,"2,182.63",12.45,0.57,1
2/12/2023,51226,8139840,3047739813,"2,121.86",-60.77,-2.78,0
2/14/2023,36880,4685809,1787016373,"2,105.46",-16.4,-0.77,0
2/15/2023,34261,4815692,1732403242,"2,091.56",-13.9,-0.66,0
2/16/2023,35858,4748232,1684848411,"2,070.41",-21.15,-1.01,0
2/20/2023,39185.1,6092038.1,1947554426,"2,046.81",-23.6,-1.14,0
2/22/2023,40739.5,4780426.5,1803192014,"2,080.38",33.57,1.64,1
2/23/2023,48853,6326815,2522683194,"2,022.64",-57.74,-2.78,0
2/26/2023,51276,6516573,2525053171,"2,027.19",4.55,0.22,1
2/27/2023,38082.5,5121584.5,1893699101,"2,023.54",-3.65,-0.18,0
2/28/2023,29443.4,3946745.4,1387835100,"2,019.93",-3.61,-0.18,0
3/1/2023,27206,3730621,1288280832,"1,995.49",-24.44,-1.21,0
3/2/2023,29243.1,3657873.1,1336315387,"1,969.02",-26.47,-1.33,0
3/5/2023,31647.1,3833179.1,1392336291,"1,938.25",-30.77,-1.56,0
3/7/2023,24373,4059149,1204409412,"1,952.66",14.41,0.74,1
3/9/2023,38908.8,4566749.8,1565501923,"2,002.70",50.04,2.56,1
3/12/2023,37074,4772705,1666743911,"1,975.90",-26.8,-1.34,0
3/13/2023,27648,3369811,1162403640,"1,951.21",-24.69,-1.25,0
3/14/2023,27271,3318783,1135825483,"1,953.06",1.85,0.09,1
3/15/2023,25491,3716684,1202141883,"1,938.62",-14.44,-0.74,0
3/16/2023,27173,3403027,1141423178,"1,933.31",-5.31,-0.27,0
3/19/2023,31574,3164164,1069784850,"1,926.40",-6.91,-0.36,0
3/20/2023,30071,5255851,1298564263,"1,949.06",22.66,1.18,1
3/22/2023,31282,3778100,1333640900,"1,933.29",-15.77,-0.81,0
3/23/2023,30468,4341029,1413153228,"1,915.14",-18.15,-0.94,0
3/26/2023,32969,3755054,1289304566,"1,888.30",-26.84,-1.4,0
3/27/2023,37780,4309364,1382700249,"1,906.00",17.7,0.94,1
3/28/2023,36728.5,4078522.5,1443666056,"1,918.41",12.41,0.65,1
3/29/2023,26211,2539808,816187094.8,"1,919.42",1.01,0.05,1
3/30/2023,27217,2751414,899512564.4,"1,908.55",-10.87,-0.57,0
4/2/2023,33210,3787890,1207004400,"1,888.55",-20,-1.05,0
4/3/2023,28239.9,2830111.9,920167185,"1,871.88",-16.67,-0.88,0
4/4/2023,23944.1,2972697.1,917590943.5,"1,866.68",-5.2,-0.28,0
4/5/2023,22275.5,2603679.5,816008202.5,"1,875.07",8.39,0.45,1
4/6/2023,24156.1,2871515.1,920628411.8,"1,866.79",-8.28,-0.44,0
4/9/2023,30011,3844461,1159429112,"1,838.49",-28.3,-1.52,0
4/10/2023,36322,2961612,911956724.1,"1,844.02",5.53,0.3,1
4/11/2023,36012,3316471,945229804.4,"1,871.34",27.32,1.48,1
4/12/2023,47285,6107425,1976076732,"1,963.55",92.21,4.93,1
4/13/2023,45540,4914256,1653101006,"1,934.47",-29.08,-1.48,0
4/16/2023,33952,3057531,974558404,"1,931.68",-2.79,-0.14,0
4/17/2023,28247,3145335,920038071.1,"1,908.05",-23.63,-1.22,0
4/18/2023,25253,2976672,870386601.9,"1,904.98",-3.07,-0.16,0
4/19/2023,24298.1,2580072.1,872100963.6,"1,920.12",15.14,0.79,1
4/20/2023,24064.1,3209989.1,983347333.5,"1,904.40",-15.72,-0.82,0
4/23/2023,32213.1,2735032.1,828474106.3,"1,885.60",-18.8,-0.99,0
4/24/2023,34012.1,2261598.1,751310416.2,"1,888.32",2.72,0.14,1
4/25/2023,28549.2,2701329.2,885558690.8,"1,905.68",17.36,0.92,1
4/26/2023,24226,2571952,846988272.9,"1,892.00",-13.68,-0.72,0
4/27/2023,22651,2175599,739553815,"1,889.73",-2.27,-0.12,0
4/30/2023,27602,3207203,954282102.9,"1,870.65",-19.08,-1.01,0
5/2/2023,22457,2337380,692227260.2,"1,866.40",-4.25,-0.23,0
5/3/2023,19685,2156371,620245791.9,"1,857.23",-9.17,-0.49,0
5/4/2023,21463,2534445,732625900.9,"1,869.73",12.5,0.67,1
5/7/2023,23860,2016744,608114869.1,"1,850.61",-19.12,-1.02,0
5/8/2023,26395,2811362,824156574.4,"1,833.69",-16.92,-0.91,0
5/9/2023,21579,2836869,774700347.1,"1,844.36",10.67,0.58,1
5/10/2023,16902,1943366,589047814.6,"1,841.93",-2.43,-0.13,0
5/11/2023,17008,2106437,578821493.5,"1,838.59",-3.34,-0.18,0
5/14/2023,23529,2789470,900443226.3,"1,821.64",-16.95,-0.92,0
5/15/2023,20962.1,2342020.1,724949877.9,"1,818.31",-3.33,-0.18,0
5/16/2023,19680,2064412,640021030.5,"1,821.62",3.31,0.18,1
5/17/2023,25634,2577210,857624318.5,"1,845.01",23.39,1.28,1
5/18/2023,32579,4422186,1474765388,"1,877.32",32.31,1.75,1
5/21/2023,35123,4829521,1600453029,"1,883.20",5.88,0.31,1
5/22/2023,26539,3496522,1278684875,"1,891.31",8.11,0.43,1
5/23/2023,39589,6068187,2199992186,"1,942.63",51.32,2.71,1
5/24/2023,35629,4866120,1872899639,"1,959.12",16.49,0.85,1
5/28/2023,48446,7050289,2639352090,"1,941.74",-17.38,-0.89,0
5/30/2023,41452.9,7075031.9,2341741475,"1,888.61",-53.13,-2.74,0
5/31/2023,37690,8736858,2315113492,"1,849.79",-38.82,-2.06,0
6/1/2023,30713.1,6129326.1,1654577136,"1,866.34",16.55,0.89,1
6/4/2023,31252,4557169,1656340392,"1,919.38",53.04,2.84,1
6/5/2023,37359.1,5621076.1,1973411700,"1,901.99",-17.39,-0.91,0
6/6/2023,36916,5542628,1980972869,"1,927.66",25.67,1.35,1
6/7/2023,42410,6542111,2368754113,"1,932.33",4.67,0.24,1
6/8/2023,43933,5962753,2305767407,"1,939.61",7.28,0.38,1
6/11/2023,62257,9528990,3454283889,"1,980.09",40.48,2.09,1
6/12/2023,50767,7454812,2886492946,"1,987.87",7.78,0.39,1
6/13/2023,70759,10801693,4126695944,"2,020.64",32.77,1.65,1
6/14/2023,79461,12561440,5017807683,"2,037.06",16.42,0.81,1
6/15/2023,53621.1,7897228.1,3162762301,"2,042.07",5.01,0.25,1
6/18/2023,71456,12096751,4869163791,"2,094.33",52.26,2.56,1
6/19/2023,69168,12975168,4740608880,"2,091.39",-2.94,-0.14,0
6/20/2023,64760,10793543,4110598854,"2,064.83",-26.56,-1.27,0
6/21/2023,60632,8651923,3496771138,"2,050.78",-14.05,-0.68,0
6/22/2023,57375,8008993,3444800927,"2,055.53",4.75,0.23,1
6/25/2023,91070.1,14752044.1,6490397780,"2,117.73",62.2,3.03,1
6/26/2023,74811.4,11904455.4,5312347137,"2,129.42",11.69,0.55,1
6/27/2023,81225,13107817,5476208713,"2,186.36",56.94,2.67,1
6/28/2023,83190,13343803,5972265706,"2,150.99",-35.37,-1.62,0
7/2/2023,75262,11323905,5081894079,"2,097.29",-53.7,-2.5,0
7/3/2023,65687.4,9419684.4,4051004472,"2,075.97",-21.32,-1.02,0
7/4/2023,47569.6,6451550.6,2575948209,"2,088.70",12.73,0.61,1
7/5/2023,53954,8093647,3073839104,"2,049.44",-39.26,-1.88,0
7/6/2023,70517,9752723,3077390565,"2,049.38",-0.06,0,1
7/9/2023,74320,8353031,3042171386,"2,077.76",28.38,1.38,1
7/10/2023,66213.5,11183222.5,3797977618,"2,076.96",-0.8,-0.04,0
7/11/2023,55853,7989872,2859467740,"2,072.24",-4.72,-0.23,0
7/12/2023,60459,8504612,3187068324,"2,097.55",25.31,1.22,1
7/13/2023,58640,9383370,3390592691,"2,084.93",-12.62,-0.6,0
7/16/2023,40024,7184654,2375837613,"2,097.09",12.16,0.58,1
7/17/2023,50299,7634190,2560191289,"2,144.16",47.07,2.24,1
7/18/2023,56476,8676438,3548829029,"2,154.07",9.91,0.46,1
7/19/2023,51445,8674109,3348679900,"2,165.24",11.17,0.52,1
7/20/2023,54954,8424108,3052410660,"2,163.92",-1.32,-0.06,0
7/23/2023,75086,12002308,4375196233,"2,227.16",63.24,2.92,1
7/24/2023,74161,20979887,4737608810,"2,200.50",-26.66,-1.2,0
7/25/2023,53570,7716277,2910732419,"2,164.31",-36.19,-1.64,0
7/26/2023,42714,7399474,2432508770,"2,156.20",-8.11,-0.37,0
7/27/2023,44672,6271777,2425780564,"2,126.48",-29.72,-1.38,0
7/30/2023,46327,6860042,2502886528,"2,100.34",-26.14,-1.23,0
7/31/2023,40303,5531737,1858002176,"2,106.18",5.84,0.28,1
8/1/2023,40837,6015067,1924434900,"2,077.58",-28.6,-1.36,0
8/2/2023,35835,9361786,1812473856,"2,086.84",9.26,0.45,1
8/3/2023,40774,5130520,1781941702,"2,089.84",3,0.14,1
8/6/2023,61917,8007361,2687148235,"2,051.47",-38.37,-1.84,0
8/7/2023,101236,6647143,2333573298,"2,048.26",-3.21,-0.16,0
8/8/2023,74257,4860741,1737014500,"2,019.85",-28.41,-1.39,0
8/9/2023,77501,5010716,1888326470,"2,060.91",41.06,2.03,1
8/10/2023,57789,5503021,2156583946,"2,066.05",5.14,0.25,1
8/13/2023,95965,9718754,3018460512,"2,080.86",14.81,0.72,1
8/14/2023,68842,5417928,2091390638,"2,077.24",-3.62,-0.17,0
8/15/2023,61341,5603179,2157312370,"2,045.44",-31.8,-1.53,0
8/16/2023,45167,4838106,1679980623,"2,025.12",-20.32,-0.99,0
8/17/2023,43591,4009263,1541367399,"2,033.13",8.01,0.4,1
8/20/2023,43346,4459459,1447408943,"2,011.22",-21.91,-1.08,0
8/21/2023,40404,4164827,1408957127,"1,998.28",-12.94,-0.64,0
8/22/2023,34508,6031356,1332564770,"2,015.98",17.7,0.89,1
8/23/2023,44340,4237069,1510488985,"2,045.45",29.47,1.46,1
8/24/2023,40800,4657137,1550582685,"2,013.93",-31.52,-1.54,0
8/27/2023,39615.4,3895836.4,1262422493,"1,993.38",-20.55,-1.02,0
8/28/2023,31599,3670731,988628562.2,"1,998.48",5.1,0.26,1
8/29/2023,29640,4006739,865120452.4,"1,993.42",-5.06,-0.25,0
8/30/2023,32298,3803244,1130008041,"1,990.59",-2.83,-0.14,0
9/3/2023,37041,4053368,1186618411,"1,960.78",-29.81,-1.5,0
9/4/2023,32533,3432267,1099139697,"1,967.83",7.05,0.36,1
9/5/2023,25227,2480929,796870408.1,"1,961.37",-6.46,-0.33,0
9/7/2023,32139,3769033,1150920608,"1,932.45",-28.92,-1.47,0
9/10/2023,33064,4314417,1072212419,"1,942.68",10.23,0.53,1
9/11/2023,37799,4742511,1518343397,"1,986.99",44.31,2.28,1
9/12/2023,26302,3916161,1135057516,"1,967.57",-19.42,-0.98,0
9/13/2023,36045,5144724,1495521906,"2,007.06",39.49,2.01,1
9/17/2023,72477,5659458,2028465611,"1,964.91",-42.15,-2.1,0
9/18/2023,42024,2874275,870444156.8,"1,969.18",4.27,0.22,1
